"","x"
"1",8.427
"2",13.527
"3",12.121
"4",11.65
"5",10.147
"6",8.245
"7",13.706
"8",12.108
"9",12.449
"10",11.832
"11",8.308
"12",13.811
"13",8.2
"14",0.515
"15",2.617
"16",10.861
"17",10.59
"18",8.692
"19",13.478
"20",12.217
"21",13.346
"22",10.427
"23",9.839
"24",8.846
"25",10.411
"26",1.413
"27",8.499
"28",13.761
"29",13.359
"30",11.476
"31",13.832
"32",8.751
"33",10.978
"34",12.539
"35",8.436
"36",0.981
"37",11.696
"38",11.457
"39",8.87
"40",9.391
"41",0.427
"42",11.592
"43",11.031
"44",11.755
"45",11.161
"46",8.799
"47",8.137
"48",8.122
"49",8.088
"50",9.656
"51",9.609
"52",9.697
"53",8.026
"54",9.413
"55",10.133
"56",9.389
