"","x"
"1",14.551
"2",18.762
"3",18.394
"4",16.733
"5",17.203
"6",14.548
"7",21.161
"8",21.01
"9",17.06
"10",19.238
"11",19.425
"12",19.769
"13",7.91
"14",8.946
"15",14.399
"16",16.881
"17",8.846
"18",19.858
"19",8.65
"20",19.463
"21",19.34
"22",18.751
"23",20.044
"24",20.146
"25",7.906
"26",16.323
"27",20.495
"28",18.555
"29",8.871
"30",17.21
"31",15.916
"32",17.295
"33",15.953
"34",16.488
"35",17.508
"36",17.109
"37",18.224
"38",15.004
"39",14.399
"40",18.649
"41",10.43
"42",10.751
"43",14.631
"44",16.271
