"","x"
"1",16.359
"2",17.068
"3",16.403
"4",16.855
"5",16.223
"6",19.615
"7",16.43
"8",16.888
"9",16.972
"10",20.504
"11",19.877
"12",21.505
"13",21.433
"14",19.794
"15",17.276
"16",20.942
"17",19.586
"18",16.795
"19",20.228
"20",18.932
"21",21.018
"22",21.911
"23",21.559
"24",17.043
"25",17.711
"26",21.017
"27",20.588
"28",21.726
"29",21.228
"30",22.022
"31",22.17
"32",21.061
"33",21.441
"34",19.254
"35",22.231
"36",21.524
"37",20.436
"38",15.453
"39",15.605
"40",18.39
"41",21.311
"42",18.767
"43",20.761
"44",20.541
"45",17.969
"46",18.47
"47",17.4
"48",18.738
"49",20.659
"50",18.332
"51",15.618
"52",19.613
"53",18.865
