"","weight"
"1",1.48222434127472
"2",0.367321385163606
"3",1.04970262464182
"4",0.112884897715514
"5",0.260566690358213
"6",0.151396829476399
"7",0.0642183783195131
"8",2.24403654158494
"9",0.140711762504875
"10",0.271948156979764
"11",1.9566453434724
"12",2.42420069304522
"13",0.311709801166606
"14",0.298864852630824
"15",0.358927012305974
"16",2.55093629863476
"17",0.117164841955147
"18",2.0993334656498
"19",0.141768826514016
"20",0.690072460271897
"21",1.11645017795587
"22",1.91301463646073
"23",2.50336253850993
"24",2.6718497335111
"25",1.7839072286767
"26",2.12329672909813
"27",2.13206172527314
"28",2.57303322923755
"29",3.19163030452174
"30",2.16753984952301
"31",2.49116057342777
"32",1.29998038454853
"33",2.27857170174964
"34",0.350034284205423
"35",0.944260271685398
"36",1.01518382578004
"37",1.03639953671533
"38",1.57338595384073
"39",1.05623630883911
"40",1.32500150950845
"41",0.192093727380345
"42",1.2665054282985
